state_id,police_homicide,police_homicide_wp,police_homicide_guardian,police_homicide_mpv,police_homicide_kbp,police_homicide_fatal,year,state_abb,pop_100000,std_squire_capacity,termEct,std_med_income,std_employees,std_police_ideal,repLeg,demLeg,repGov,demGov,state,std_black,invLaw,wapost_fbi_dif,guard_fbi_dif,mpv_fbi_dif,kbp_fbi_dif,fatal_fbi_dif,total_pop,white_pop,black_pop,hispanic_pop,asian_pop,white_pov,black_pov,hispanic_pov,asian_pov,children_0_18,adults_19_25,adults_26_34,adults_35.54,adults_55.64,adults_65up,male_pop,female_pop,total_.incar,income,black_income,unemployment,black_female_16_65_unemp,black_female_65up_unemp,black_male_16_65_unemp,black_male_65up_unemp,homeless
20,,9,,10,8,13,2017,ME,,-0.780024991,1,-0.56103577,-0.703112509,-1.042314589,0,0,1,0,MAINE,-0.960119406,0,,,,,,1300200,0.937,0.011,0.016,0.011,0.106,0,0.194,0,0.201,0.071,0.11,0.258,0.161,0.199,0.489,0.511,10400,64679,28018,32984,324,7,542,0,2280
21,,9,,14,11,28,2017,MD,,-0.225637891,0,2.589582333,0.92512284,-1.157052896,0,1,1,0,MARYLAND,2.028595629,0,,,,,,5892900,0.507,0.292,0.102,0.065,0.064,0.134,0.14,0.071,0.236,0.085,0.123,0.271,0.137,0.149,0.482,0.518,98400,99209,62827,182847,40927,1462,44389,1215,7247
22,,3,,6,4,13,2017,MA,,0.731502015,0,1.74816811,-0.148859002,-0.572375422,0,1,1,0,MASSACHUSETTS,-0.34541915,0,,,,,,6620600,0.717,0.069,0.119,0.064,0.067,0.164,0.253,0.159,0.216,0.086,0.131,0.267,0.139,0.162,0.486,0.515,77400,99031,46196,203844,13061,143,14233,395,17565
23,,14,,16,15,42,2017,MI,,0.577909493,1,0.085365687,-0.49102679,-1.350958409,1,0,1,0,MICHIGAN,0.354067347,0,,,,,,9720300,0.753,0.135,0.05,0.031,0.109,0.297,0.211,0.094,0.23,0.092,0.114,0.253,0.143,0.167,0.49,0.51,228100,64620,32163,334859,49030,684,50411,810,9051
24,,9,,10,10,23,2017,MN,,0.185099518,0,1.608200134,-0.453486641,-0.44561737,1,0,0,1,MINNESOTA,-0.409008832,0,,,,,,5446600,0.8,0.064,0.052,0.048,0.07,0.279,0.234,0.127,0.244,0.085,0.124,0.259,0.137,0.152,0.496,0.504,121900,80592,32743,118691,7364,90,9838,38,7668
25,,17,,20,18,25,2017,MS,,-0.712184731,0,-1.44164531,-0.748762116,-0.186839208,1,0,1,0,MISSISSIPPI,2.929449452,0,,,,,,2884500,0.569,0.377,0.028,0.01,0.119,0.313,0.179,0.164,0.259,0.095,0.105,0.254,0.131,0.156,0.48,0.52,61300,52069,28347,110300,32948,540,30671,281,1472
26,,31,,35,33,55,2017,MO,,0.166577587,1,-0.001913503,-0.481931158,-0.200021728,1,0,1,0,MISSOURI,0.120905181,0,,,,,,5921300,0.797,0.111,0.042,0.02,0.112,0.237,0.173,0.202,0.241,0.086,0.122,0.25,0.137,0.164,0.488,0.512,105400,64564,34948,161779,19812,308,20499,209,6037
27,,6,,6,7,9,2017,MT,,-0.822013579,1,0.233900946,-0.592036469,-0.49218195,1,0,0,1,MONTA,-1.044905648,0,,,,,,1022600,0.865,0,0.036,0.01,0.107,0,0.226,0,0.225,0.093,0.113,0.241,0.148,0.181,0.496,0.504,15500,62747,31352,23183,6,0,189,0,1529
28,,0,,1,0,6,2017,NE,,-0.365885011,1,0.290873374,-0.716718047,1.393400151,1,0,1,0,NEBRASKA,-0.610376157,0,,,,,,1859200,0.792,0.043,0.11,0.025,0.077,0.275,0.211,0.207,0.26,0.09,0.124,0.244,0.131,0.152,0.498,0.502,24200,72289,31523,34908,1713,37,2046,31,2501
29,,16,,17,16,24,2017,NV,,-0.191824243,1,-0.037788998,3.034432099,-0.405319647,0,1,1,0,NEVADA,-0.144051825,0,,,,,,2946600,0.489,0.087,0.289,0.084,0.091,0.295,0.157,0.103,0.239,0.087,0.127,0.268,0.125,0.155,0.497,0.503,39300,70797,38846,107959,7924,293,8524,135,7833
30,,3,,3,3,6,2017,NH,,-3.023124448,0,1.916729391,-0.717943621,-0.928264428,1,0,1,0,NEW HAMPSHIRE,-0.949521126,0,,,,,,1297000,0.906,0.013,0.036,0.027,0.07,0.21,0,0.091,0.204,0.081,0.114,0.267,0.161,0.175,0.496,0.504,10700,87002,50424,29662,355,18,465,0,1456
31,,12,,15,16,35,2017,NJ,,0.610028717,0,1.723537173,0.010873217,-0.810595058,0,1,1,0,NEW JERSEY,0.269281105,0,,,,,,8823900,0.55,0.125,0.205,0.098,0.056,0.178,0.173,0.065,0.233,0.083,0.116,0.274,0.137,0.156,0.486,0.514,184000,101103,48978,301732,35901,695,37753,1038,8536
32,,21,,25,21,35,2017,NM,,-1.154483175,0,-0.968945504,-0.442444952,1.565467133,0,1,1,0,NEW MEXICO,-0.896529724,0,,,,,,2038200,0.373,0.016,0.49,0.013,0.118,0.241,0.232,0,0.25,0.094,0.116,0.236,0.135,0.169,0.493,0.507,28700,56930,41379,68428,927,9,874,17,2482
33,,16,,19,17,34,2017,NY,,1.602272247,0,0.593726806,0.599422124,-0.355566472,0,1,0,1,NEW YORK,0.428255309,1,,,,,,19315700,0.552,0.142,0.193,0.087,0.093,0.208,0.217,0.149,0.221,0.091,0.132,0.264,0.133,0.159,0.484,0.516,208700,86275,43997,638220,79567,1806,87127,2197,89503
34,,22,,26,23,53,2017,NC,,0.483694529,0,-0.702503021,-0.086041635,0.683644512,1,0,0,1,NORTH CAROLI,1.159536647,0,,,,,,9948800,0.631,0.21,0.094,0.028,0.104,0.217,0.276,0.133,0.241,0.085,0.117,0.267,0.131,0.16,0.482,0.519,151400,63390,35690,324002,60706,1575,59383,1049,8962
35,,3,,3,3,5,2017,ND,,-1.651068536,0,0.319466679,-0.677508986,-0.123632278,1,0,1,0,NORTH DAKOTA,-0.769350361,0,,,,,,726000,0.847,0.029,0.034,0.017,0.08,0,0.169,0,0.244,0.104,0.136,0.237,0.135,0.146,0.51,0.49,10300,78946,30500,10088,157,0,293,0,1089
36,,34,,33,36,65,2017,OH,,0.845502459,1,0.306829937,-0.622614443,-0.544669631,1,0,1,0,OHIO,0.205691423,0,,,,,,11323500,0.792,0.12,0.037,0.022,0.106,0.284,0.265,0.138,0.237,0.087,0.118,0.253,0.141,0.165,0.487,0.513,334400,67426,30575,344243,45057,855,48600,797,10095
37,,26,,30,28,48,2017,OK,,-0.051857676,1,-0.203137548,-0.488150306,2.142164251,1,0,1,0,OKLAHOMA,-0.32422259,0,,,,,,3803700,0.659,0.069,0.105,0.021,0.123,0.258,0.229,0.098,0.262,0.09,0.122,0.246,0.128,0.153,0.489,0.511,83500,61988,32185,96788,6424,110,7265,93,4199
38,,12,,12,12,17,2017,OR,,0.024559959,0,0.825364704,-0.261307904,0.556668667,0,1,0,1,OREGON,-0.896529724,0,,,,,,4063000,0.758,0.017,0.13,0.045,0.117,0.263,0.189,0.136,0.222,0.085,0.129,0.259,0.134,0.171,0.494,0.506,84900,72625,33143,127909,1909,68,2670,86,13953
39,,23,,27,24,51,2017,PA,,0.498846693,0,0.671474894,-0.651409512,-0.50891963,1,0,0,1,PENNSYLVANIA,0.046717219,0,,,,,,12389100,0.767,0.105,0.073,0.034,0.091,0.253,0.279,0.14,0.222,0.083,0.118,0.255,0.145,0.177,0.488,0.512,367300,71113,35349,384783,41128,740,45343,883,14138
40,,1,,1,1,1,2017,RI,,-0.88473367,0,1.015986738,-0.093860897,-1.674336661,0,1,0,1,RHODE ISLAND,-0.514991635,0,,,,,,1015900,0.722,0.054,0.155,0.035,0.08,0.222,0.241,0.14,0.212,0.093,0.124,0.259,0.145,0.167,0.485,0.515,23400,85025,38368,35289,2098,6,1580,52,1180
41,,12,,15,13,25,2017,SC,,-0.225593681,0,-0.206885734,-0.382363868,-0.340681777,1,0,1,0,SOUTH CAROLI,1.753040342,0,,,,,,4864600,0.64,0.267,0.056,0.015,0.105,0.243,0.272,0.137,0.233,0.086,0.114,0.256,0.136,0.175,0.48,0.52,68000,59583,31960,157244,35471,796,36944,400,3916
42,,3,,3,3,3,2017,SD,,-1.577385068,1,-0.000949683,-0.714686572,0.298518607,1,0,1,0,SOUTH DAKOTA,-0.885931444,0,,,,,,837000,0.825,0.021,0.036,0.013,0.079,0,0.16,0,0.256,0.086,0.124,0.235,0.137,0.162,0.502,0.498,14500,68701,32192,15205,140,0,100,0,943
43,,27,,28,31,38,2017,TN,,0.11795499,0,-0.178078247,0.112801039,0.184554684,1,0,1,0,TENNESSEE,0.672015755,0,,,,,,6538200,0.741,0.164,0.054,0.018,0.123,0.242,0.243,0.117,0.239,0.086,0.121,0.261,0.134,0.159,0.484,0.516,119600,60787,35371,195183,30564,678,28346,568,8309
44,,69,,84,77,114,2017,TX,,0.500748508,0,0.25617588,-0.026694207,2.636578614,1,0,1,0,TEXAS,0.163298302,0,,,,,,27621300,0.419,0.116,0.397,0.048,0.085,0.19,0.204,0.099,0.277,0.095,0.13,0.262,0.114,0.122,0.492,0.508,677100,73712,42401,728084,71925,1432,77653,1316,23548
45,,7,,6,6,13,2017,UT,,-1.154601283,0,1.543838425,-0.264115761,-0.02921858,1,0,1,0,UTAH,-0.960119406,1,,,,,,3047400,0.785,0.011,0.14,0.024,0.08,0.196,0.157,0.131,0.315,0.107,0.131,0.242,0.097,0.108,0.502,0.498,26200,78530,40536,57475,402,0,745,0,2852
46,,1,,1,1,1,2017,VT,,-1.207685676,0,0.739156425,-0.722905563,-1.102810761,0,1,1,0,VERMONT,-0.960119406,0,,,,,,600200,0.931,0.012,0.017,0.017,0.108,0,0,0,0.2,0.087,0.109,0.253,0.16,0.19,0.493,0.507,6800,70252,41553,13645,81,0,148,0,1225
47,,23,,30,25,45,2017,VA,,-0.697843026,0,1.541054058,-0.099096151,-0.17839589,1,0,0,1,VIRGINIA,0.905177921,0,,,,,,8140700,0.619,0.185,0.093,0.066,0.082,0.18,0.123,0.068,0.237,0.088,0.121,0.269,0.133,0.153,0.484,0.516,120800,84866,47246,219211,35056,610,36903,680,6067
48,,38,,44,40,52,2017,WA,,0.025099145,0,1.982804557,-0.104355049,0.131197812,0,1,0,1,WASHINGTON,-0.71635896,0,,,,,,7239800,0.687,0.034,0.127,0.085,0.088,0.201,0.211,0.097,0.235,0.087,0.133,0.262,0.131,0.151,0.496,0.504,120800,83343,47057,202945,4822,61,7631,95,21112
49,,11,,13,12,19,2017,WV,,-0.991111376,0,-1.23271071,-0.776476955,1.507450312,1,0,0,1,WEST VIRGINIA,-0.673965839,0,,,,,,1762100,0.926,0.037,0.012,0.01,0.184,0.305,0.264,0,0.219,0.084,0.101,0.255,0.148,0.194,0.49,0.51,20900,52488,31939,54099,1324,8,1795,35,1309
50,,24,,26,25,34,2017,WI,,0.609795981,0,0.701246201,-0.325658499,-0.417033717,1,0,1,0,WISCONSIN,-0.419607112,1,,,,,,5643000,0.815,0.058,0.068,0.03,0.083,0.292,0.205,0.142,0.234,0.088,0.114,0.255,0.144,0.165,0.495,0.505,100800,72067,29081,133986,10412,127,10892,123,5027
51,,1,,1,1,5,2017,WY,,-1.861562208,0,0.100037158,-0.546493283,1.757864796,1,0,1,0,WYOMING,-0.991914247,0,,,,,,563300,0.842,0.01,0.1,0.01,0.101,0,0.214,0,0.253,0.086,0.123,0.236,0.145,0.157,0.509,0.491,10000,73175,43091,13209,86,0,137,0,873
